unom,t_inside,c1,ro1,V,alpha,A,t_in_5_hours,t_in_10_hours,t_in_15_hours,t_in_20_hours,t_in_25_hours,t_in_30_hours,hours_untill_cooling
60657.0,21,870,1013,5754,2.7980157553162743,2350.2850890902573,15,15,12,12,13,16,11
22209.0,22,1209,862,9327,2.9549623296382386,1892.503104356767,0,-1,-6,-2,-4,-6,8
6636.0,22,938,913,8592,2.5823490537849447,1699.0915219610747,2,2,-4,-1,-3,-1,9
15789.0,25,883,955,3378,2.410205563535388,1506.6572271090727,-9,-10,-16,-13,-10,-14,4
11430.0,21,1038,854,9444,2.9017647949969234,1781.3433133452968,0,-1,-2,0,0,-1,6
31973.0,26,727,1103,7347,2.5218345784012293,1327.8855372357966,16,9,7,10,10,12,37
12888.0,23,860,1009,5526,2.352355947670776,1628.6436074230605,12,10,7,10,8,11,14
25209.0,23,815,1125,11088,2.6926749382599655,2419.5999669366834,5,6,3,1,0,5,12
66378.0,26,738,1442,4680,2.8793550315742817,2010.8505663027277,7,6,5,9,4,8,13
73157.0,23,1248,1283,7827,3.0459390534757724,2032.893504343009,-13,-15,-17,-16,-17,-17,7
58182.0,23,842,1478,6357,2.376864321694278,2066.858485721749,1,-4,-5,-2,-1,-2,9
35242.0,26,835,1045,7788,2.642495097344272,2117.99150139938,-13,-17,-18,-13,-18,-16,7
80152.0,26,1012,1425,6744,2.6248367541337063,2480.0258063173455,-8,-6,-11,-10,-11,-7,11
34813.0,27,781,980,8436,2.910745845252548,2464.5324100120897,-8,-9,-13,-13,-12,-12,6
25905.0,23,1169,931,4992,2.8953167738586143,1623.5073144276253,12,8,3,7,9,8,12
59431.0,22,752,1498,9078,2.4609648712584065,2380.057142171171,11,7,7,9,7,9,15
32607.0,26,712,1458,5475,2.8449877616889605,1449.9655168313486,7,7,3,2,3,7,17
81751.0,21,1183,1387,9189,3.0400570067863537,2817.675637826327,-12,-15,-16,-12,-13,-11,4
40119.0,25,891,911,5160,2.9929205526648617,1407.6363166670571,8,7,6,10,7,9,14
6548.0,27,883,951,11772,2.89908807145412,2493.113715818033,10,5,3,6,8,6,22
50913.0,24,925,1186,5280,3.030466074988814,1233.1423275518523,-6,-6,-13,-10,-7,-11,8
63626.0,26,871,1349,4923,3.0974489495839883,1944.444393650793,7,10,6,7,6,8,14
55083.0,27,1045,929,10209,2.4356419063907584,1565.2986935406293,5,-1,-2,0,-3,1,29
57611.0,23,888,921,4644,2.7694413805648534,1249.1533132486181,3,0,2,2,4,2,8
81859.0,22,1224,1152,10491,2.74449282271687,2244.032085332115,14,8,7,7,6,11,24
43767.0,25,1020,1374,6132,2.632783430553698,2236.8978519369184,-11,-14,-17,-14,-15,-13,7
73481.0,26,829,1012,11529,2.861363316117507,2975.6128780471427,-11,-15,-15,-15,-13,-14,7
4074.0,26,925,941,3444,2.9413659595126513,1818.3069047880776,-11,-15,-17,-18,-14,-18,3
4471.0,23,867,1241,3657,3.074215013467224,1826.248613962513,-7,-10,-12,-11,-12,-12,3
82053.0,24,960,1385,5115,2.951067129393322,2102.2273901745266,18,16,9,11,14,14,24
41142.0,27,1084,1383,11187,2.9157075787974795,2430.3777484168995,0,1,-2,-1,0,-1,26
78379.0,22,802,1352,3459,2.370089977113433,1680.0428565962238,-11,-15,-17,-17,-18,-13,2
47470.0,25,914,884,10947,2.6001025500132675,2807.4614868239955,-4,-3,-5,-4,-5,-6,8
25569.0,25,1292,866,11046,2.6995178080521116,1926.513950118192,-14,-13,-15,-17,-17,-13,12
50289.0,21,981,1025,5562,2.3398442437293827,1265.64449984978,-8,-8,-13,-12,-14,-11,5
10405.0,23,1236,1500,10038,2.855404838136619,1963.3114882768857,5,2,-2,2,2,-2,22
64704.0,23,746,1204,8325,2.490077087831998,1896.417675513493,6,3,-2,3,-2,0,11
4372.0,21,1074,922,9486,3.034822503328089,2699.1198565458335,10,9,5,9,10,12,9
72560.0,27,1223,1179,9063,2.900231405866726,2378.089989886842,9,11,7,10,6,8,33
5995.0,26,990,874,7071,2.950452489123906,2256.351036518919,13,9,9,11,12,10,19
30977.0,22,889,1392,3456,2.700664719244864,1629.1740238538055,-17,-18,-19,-16,-19,-15,2
32166.0,24,948,1100,4482,2.648667827399738,1606.7457795183404,-4,-3,-4,-6,-4,-2,7
27757.0,26,810,1315,3087,2.8599870292837934,1333.4586607765539,-10,-11,-16,-13,-11,-13,5
8321.0,23,785,1334,9327,2.836694133953269,2503.5462847728622,-7,-11,-13,-12,-14,-8,6
36783.0,27,1029,1454,9900,2.482579201019035,2842.252627758483,11,13,11,9,12,10,48
48736.0,22,1265,1260,5139,2.3366463397463266,1216.5656579075378,18,14,13,15,13,16,55
62152.0,23,845,1041,5721,2.6607755971955243,2096.122133846213,-6,-6,-8,-10,-10,-7,4
37857.0,25,1078,994,11742,3.093128516219005,2252.230894024856,13,14,7,11,11,9,34
40637.0,28,1093,1236,8841,2.5563347174435553,1842.5373808962468,-9,-10,-16,-12,-10,-10,20
18599.0,25,988,1075,6882,2.3372668331785404,1520.6419696956941,6,4,3,7,7,7,24
72363.0,28,755,877,7902,2.8801768211107013,2304.3749694873877,4,0,-1,-2,-1,-1,9
81401.0,28,700,1457,4257,2.5850872932689946,1356.10619053229,10,10,9,10,8,10,25
48759.0,21,876,938,9282,2.4870299884116194,1634.9972477041056,5,0,0,4,4,1,8
7867.0,28,762,1203,3030,2.9559374959098372,934.1520218893712,-9,-7,-11,-8,-8,-7,8
35384.0,27,1233,1101,10089,2.539910355435346,1556.071977769666,-10,-12,-16,-10,-12,-14,25
43932.0,27,1017,1356,3627,2.574686219691352,1770.2338828527716,-3,-4,-4,-2,-7,-6,10
36208.0,28,838,1030,4077,2.9382927225229825,1823.9605258886495,7,8,4,4,6,9,11
20386.0,23,1110,1158,6588,2.436493162798242,2104.076044253154,-15,-17,-19,-19,-15,-17,6
2561.0,21,1264,1187,5643,2.455779045720023,2268.5713566030936,0,-6,-5,-3,-4,-5,5
50703.0,27,1060,958,4986,2.4600809453684147,2017.0711440105429,1,-2,-3,-2,-4,-4,10
69737.0,22,1182,1198,11883,2.4986547222024282,1998.1711638395745,-8,-11,-16,-13,-12,-14,11
46920.0,21,1132,1324,8913,2.367903784186594,2775.037297046654,7,6,5,7,6,4,11
74753.0,26,1105,1354,7794,2.663969702815239,1498.2229473613065,12,12,9,11,11,10,56
69638.0,24,890,1261,6246,2.450190062663284,1448.6738763434646,14,14,14,16,12,14,50
70939.0,28,713,1117,9996,3.010975571299179,1959.199836668021,1,-5,-6,-5,-4,-3,14
80599.0,22,1169,1307,8088,2.8390700538607807,1970.3400721702842,-2,-2,-8,-5,-3,-7,9
22952.0,22,1162,1354,9921,2.402569709951998,2760.313025727336,16,14,13,12,15,16,45
3468.0,26,1076,1464,3912,2.4319958091565637,1370.3138326675391,1,-1,0,-2,-2,3,18
81308.0,27,833,1052,10728,2.461593463154594,2269.23775748598,-8,-9,-12,-9,-11,-9,13
73592.0,24,966,803,4755,2.433089678246881,1584.4999211107584,15,11,10,12,12,13,18
64459.0,28,972,1440,11973,2.5840368613261635,3125.69480275986,7,5,2,0,4,3,27
39674.0,27,897,1084,11913,3.0413470352013703,2508.0,-8,-10,-13,-11,-13,-11,11
46476.0,24,1227,1136,10836,2.623152300756442,1612.6499930239045,14,11,9,9,9,12,61
32790.0,24,946,913,6690,2.6989670332260687,1879.4467270981638,-10,-11,-15,-11,-16,-12,5
64374.0,21,834,1290,8775,2.9794585676098064,1717.0905625505025,5,4,3,5,4,6,9
62021.0,21,1289,1447,3516,2.3716012314412245,918.6076420322227,4,1,-3,1,0,2,12
79224.0,21,877,1223,8934,2.971657893292906,2171.9005502094246,-2,-3,-5,-6,-6,-3,5
25386.0,24,745,936,11205,2.8119015430743395,2540.4881420703387,-7,-12,-12,-10,-11,-8,5
24021.0,24,706,1399,8787,3.0520766187757307,2677.7214194161425,5,4,-2,1,1,2,8
38095.0,22,1068,1107,8328,2.9346497844353108,2606.8463706171865,-10,-8,-14,-11,-9,-11,4
13640.0,22,873,1371,8343,3.103708535637703,1674.2902974096219,-2,-7,-8,-7,-7,-7,8
36485.0,25,926,1163,11523,2.5427840990895763,3325.9705350468757,2,2,-2,-3,-3,-3,12
59944.0,28,1045,919,6321,2.5527492165623746,1457.3455321233876,-3,-3,-4,-2,-6,-5,16
44566.0,22,724,829,5556,3.0246267282680184,1633.0584802755839,-5,-7,-10,-9,-9,-8,2
27003.0,25,789,1132,3588,2.6935895155248764,1552.783307483694,-7,-11,-13,-9,-13,-12,4
63274.0,25,773,1079,9540,2.3964485914325087,2139.906540015241,-9,-11,-16,-12,-10,-10,9
78688.0,27,875,1212,5745,2.7144657770181686,1660.6023003717658,-12,-17,-20,-18,-15,-18,8
17256.0,25,881,1052,6021,2.4542508321340897,1862.2824705183689,1,-4,-6,-4,-3,-5,9
77914.0,22,985,921,8226,2.9550395993346146,1777.2968238310673,13,11,7,10,12,13,16
69760.0,26,922,1490,9465,2.687123170724443,1651.0360383710586,-8,-10,-12,-10,-12,-12,20
40918.0,25,1265,998,7305,2.7373477930558403,2581.116037686024,15,13,11,9,9,11,25
24470.0,25,1249,1097,10530,2.6508149948052493,2462.7789182141387,-7,-11,-16,-13,-14,-11,12
77371.0,23,934,1370,4068,2.3714232607977306,988.0890648114672,7,4,0,3,5,5,17
33327.0,27,887,1435,4713,2.6886172157521133,1258.3989828349354,-8,-9,-12,-6,-10,-9,14
40582.0,28,980,1371,10191,3.114302776807017,2967.326069039262,8,4,2,3,4,5,22
74771.0,27,1248,1185,7227,2.677049550168696,1862.5144294743059,11,6,3,8,6,5,33
18165.0,22,1009,979,4521,2.4815573075545783,1976.3967213087558,11,7,7,9,6,6,7
76181.0,25,956,831,9189,2.930045369472683,2572.17417761706,-9,-9,-12,-8,-7,-9,6
42717.0,26,1165,1076,10596,2.3443550624208314,2470.484972631892,-2,0,-4,-3,-1,-5,20
70636.0,28,1015,880,11325,2.7547650375601895,2554.0555984551315,8,4,2,5,3,6,22
59263.0,27,1031,1478,3495,3.003128356894428,1358.4402820882483,12,8,5,9,9,6,21
75408.0,23,887,1363,5991,2.821900142812197,2398.1993244932746,11,10,9,9,10,11,14
14533.0,21,1114,999,8658,2.904810943787364,2412.0895505764292,13,7,7,10,5,11,10
34869.0,26,940,1112,7527,2.7620986442892255,2082.1988377674215,9,11,8,6,10,6,22
70649.0,27,767,1209,10920,2.4910726901399296,2289.4540834006693,-12,-14,-14,-15,-16,-11,12
36133.0,23,997,1269,6546,2.724932013682708,2378.1808173475797,7,6,-1,4,2,6,10
13744.0,25,1216,1166,7647,2.6000195349949187,2640.8453192112556,-1,-6,-5,-6,-7,-4,11
33057.0,23,795,1271,11133,3.010917140632487,2924.0629268194625,11,8,8,10,5,8,14
8899.0,22,815,1255,5415,3.0979792845371996,1140.0,-8,-12,-16,-14,-13,-10,5
44615.0,26,1299,857,8727,2.724259594177923,2745.9293508755827,5,4,5,6,3,6,17
3225.0,28,1235,1149,8427,2.7690948475711585,1557.875476410101,11,10,4,7,5,11,53
51862.0,21,1171,1436,11049,2.6368059664439856,2522.7413660539996,14,9,7,8,10,7,22
7175.0,23,967,1432,4770,2.6822912042900335,1913.990595588181,-9,-10,-10,-12,-13,-7,5
62718.0,28,1023,1226,11013,2.9286616551281064,3169.2043165438236,6,2,1,6,2,7,22
18185.0,24,1295,810,6153,2.8473016251193735,1959.4570676593044,17,12,11,12,14,12,29
65386.0,26,1230,1397,7770,2.7875992870693747,2025.4777214277128,-15,-13,-15,-16,-15,-12,14
4401.0,24,1068,1079,7620,2.8820820529509867,2262.883116734048,1,-1,-4,-3,-7,-1,9
7086.0,21,805,845,11130,2.7602518256096094,2830.830266900508,4,2,0,-1,1,2,4
30293.0,22,1242,1363,7440,2.8217197664586453,2390.3807228138367,5,5,1,3,1,4,11
64033.0,28,1085,1326,5964,2.5514118886689556,2206.0426106492137,4,-1,-3,0,-3,2,17
46638.0,21,1082,817,6705,2.518122224659456,2472.8445159370613,-15,-16,-18,-18,-17,-20,2
77831.0,26,738,895,5838,3.051284592860689,1183.6891483831387,-7,-10,-10,-6,-11,-7,7
53935.0,22,836,988,3906,3.025570406639036,1620.1333278468164,14,15,8,14,14,11,9
41932.0,23,1276,1480,6888,2.9763139098230735,2439.514705838028,11,12,10,8,12,10,24
56235.0,26,1264,1473,10245,2.5797656833654083,3136.112242889275,-9,-11,-12,-13,-13,-13,15
51979.0,25,1157,942,10212,2.6080956786927154,2800.502811996446,-14,-12,-17,-15,-15,-14,8
8173.0,24,1146,1115,3573,2.5773549396996978,1493.1684432775826,7,6,4,5,9,5,14
79355.0,24,1097,1187,9831,2.611724808357978,2832.3304891908356,12,13,10,12,13,12,29
22074.0,25,1013,1396,4938,3.0762973292231055,2177.2643385680117,0,1,-3,-1,-4,-1,8
68887.0,24,1129,1238,3276,2.694390407555025,1535.812488554511,13,13,10,13,12,9,19
25600.0,26,1238,1083,3030,2.9989792400438504,1008.9995044597395,-11,-12,-12,-10,-9,-10,9
41285.0,24,768,1032,8448,2.417028740138183,2775.7118006017845,-4,-5,-9,-5,-3,-4,6
19556.0,26,744,810,3534,2.843231671830543,1164.9274655531133,11,6,4,9,6,6,9
38069.0,28,747,1251,3522,2.7365118397809467,1744.4219673003436,17,10,11,14,10,12,18
67818.0,24,873,1130,11178,2.838781695672798,3275.80219183027,0,-5,-5,-4,-2,-5,7
26265.0,28,1207,1165,11451,2.4258707199291014,1961.5137012011924,-7,-11,-15,-10,-10,-13,27
45759.0,22,1101,979,9975,2.836283762345149,1694.933627019064,-8,-9,-12,-9,-14,-11,8
35215.0,27,1127,1322,4296,2.474330028917188,1816.405241128752,-6,-8,-9,-8,-9,-7,11
21443.0,23,907,1425,7896,2.5516553626504863,1946.812779904632,-17,-14,-20,-16,-20,-16,7
76538.0,24,1214,889,10416,2.3619408254463323,2915.3826506995615,6,5,3,4,6,3,17
75574.0,22,1065,1202,9873,2.7081837873497445,2283.187245934945,-12,-15,-16,-14,-13,-11,6
62395.0,21,1052,1365,5481,2.862820384015847,2114.8276525523306,-13,-12,-17,-13,-15,-16,3
73322.0,27,881,895,7794,2.770938383522593,2288.573354734342,-5,-5,-5,-7,-3,-2,8
27694.0,24,963,860,3450,2.8149586723928497,909.9450532861861,15,11,11,14,11,16,24
24418.0,21,988,911,6183,2.6656561368846554,1634.336562645528,-5,-10,-9,-8,-9,-6,3
64048.0,21,1288,1419,11055,2.3745217974489883,2821.276306922099,-7,-6,-9,-6,-6,-8,9
57609.0,21,1223,846,10686,2.7079454080098464,1894.8604170228477,3,-2,-2,-2,-1,-1,8
76400.0,27,1229,1360,11835,3.0382165857114534,1685.3486286225766,11,12,9,7,11,7,74
56746.0,22,794,1117,4431,2.8998126470461494,1662.8120759725075,1,-4,-6,-2,-1,-3,3
28854.0,22,881,1295,11166,2.510567149234545,2928.3934161925717,-18,-15,-20,-20,-18,-16,5
35579.0,26,1275,1275,7653,2.908392536456627,2641.8811479701353,-10,-12,-15,-14,-12,-12,10
17392.0,23,868,1380,10809,2.7625122516376104,2160.8998125780845,8,8,3,7,7,7,22
76746.0,28,934,1216,3714,2.840799308007751,1462.6223025784886,6,1,0,3,-1,0,13
62857.0,27,889,1297,11250,2.5502377676568306,1944.222209522358,11,13,6,9,10,10,54
17225.0,27,1056,1473,9612,2.982103629654107,1921.1996252341921,7,1,1,4,4,0,32
78131.0,24,1169,899,3360,2.692494522185215,1269.9606293110035,-6,-12,-11,-9,-13,-13,5
44054.0,28,949,838,9600,3.088410412815694,3035.7865537616444,3,1,-5,0,0,1,9
38318.0,28,1088,1306,6294,2.901649777581844,1648.9414786462253,-10,-9,-11,-12,-14,-9,15
19027.0,27,710,810,9144,2.5520199821317773,2294.9823528733286,17,13,10,14,14,17,29
39650.0,25,1206,1302,8985,3.042748963309874,2707.722290043793,10,8,5,9,9,10,23
22225.0,26,746,1227,5067,2.817343887761053,1910.0366488630525,17,16,9,13,12,15,22
52430.0,21,1152,1450,4791,3.0228954968973194,1590.486717957745,5,5,3,7,5,3,9
6363.0,24,1090,953,5052,3.161803751344857,2030.3773048376993,-11,-17,-17,-15,-13,-14,3
17946.0,28,749,1104,3237,2.8786520057739358,1307.3392826653685,12,11,9,10,9,10,14
21408.0,21,1060,1287,11463,2.6311845787926873,2098.044804097377,-5,-7,-7,-6,-5,-7,9
53651.0,25,1260,903,11889,3.0455009021568666,3378.3783091891883,11,11,5,7,10,10,19
20509.0,27,1113,830,11844,2.4103781378088174,3108.810705076782,2,2,-3,3,-2,2,17
49092.0,22,1201,1220,4950,3.0126025610157394,2009.7761069333071,-8,-8,-11,-8,-9,-7,4
81679.0,23,1005,1453,7278,3.0199299292799053,2576.341592258294,5,5,-1,3,1,1,10
17477.0,23,776,957,4728,3.0819335013121303,1845.036585003127,16,15,12,13,15,14,11
43289.0,23,860,1334,5049,2.8419231114266283,2145.8536762789768,0,2,-1,-2,-1,2,6
70231.0,27,980,1282,3435,2.5983328852755285,1815.929514050587,-14,-14,-20,-15,-17,-18,5
70240.0,27,775,1355,8772,3.029776816194582,1835.3332122532954,9,8,6,9,7,7,29
10809.0,27,977,1119,9153,2.9449336361295497,1623.596008864274,10,9,5,8,8,9,37
70660.0,25,1089,1048,5934,2.8679984246567822,1687.6966552079198,9,7,5,4,7,7,17
49457.0,22,1264,1383,7554,2.7212028272136624,1593.1553596557997,13,14,7,12,12,10,38
11118.0,27,1202,887,10428,3.0577935556410356,3001.63155633732,2,1,-1,-2,-2,1,13
29509.0,28,1275,851,9189,2.5866126749693428,2738.2885165738103,4,-2,-4,0,-1,2,17
41598.0,22,1076,1058,7425,2.607268398017959,2387.969849055888,4,-2,-2,0,-3,1,7
1593.0,21,1012,1139,9459,3.088642171979245,2937.108782459376,-3,-3,-8,-3,-6,-2,4
13129.0,24,772,861,8475,3.0302240197131898,1803.995565404749,4,2,3,2,1,6,9
55198.0,27,1219,1085,10830,2.382798197389608,2883.997226073562,-9,-9,-11,-11,-10,-6,16
72862.0,28,834,1250,8694,2.726389831352129,2740.7327487370962,13,11,10,8,7,9,27
36302.0,22,1234,1049,7875,2.4933268775378936,2749.545416973504,-6,-4,-10,-5,-7,-3,6
53170.0,25,1139,1361,7587,2.696007225292713,2630.464597746946,11,10,7,8,12,11,28
31957.0,21,720,1034,3978,2.867726938130416,1381.824880366539,18,12,10,16,11,14,11
26162.0,22,1258,1247,9441,2.4713558037849577,2856.050419723013,8,6,4,8,7,8,19
35080.0,26,818,911,11268,3.1543669548260085,3120.1846099229447,-8,-12,-13,-11,-12,-8,5
56204.0,27,951,1437,3447,2.451825304037502,1677.1261133260077,10,6,6,8,4,9,19
49139.0,27,1066,1140,8667,3.0368449705523246,1934.9790696542432,-11,-9,-12,-13,-10,-9,13
21418.0,27,1012,1113,6789,2.4086485945454656,1805.1925105096132,5,0,0,1,-1,4,21
83500.0,21,920,1238,10515,2.930423853124306,1740.2068842525591,-2,0,-5,-3,-6,-5,8
60145.0,26,950,945,9639,3.0991095937735795,2255.9680848806347,-1,-8,-8,-6,-4,-8,9
72101.0,22,864,966,10839,2.8878723018897943,2392.277575867817,9,8,4,7,7,11,12
50001.0,22,1294,835,8730,2.491388048544979,1941.9989701336094,9,7,1,4,4,3,13
52746.0,24,973,1292,10515,2.5523191934427847,2561.515176609344,3,-1,-3,0,-2,-2,15
27804.0,28,898,817,3078,2.667848140388137,1153.1244512193816,17,10,9,11,13,11,19
22148.0,24,867,1216,3336,2.6558912768172527,1697.7349616474298,1,2,-4,-1,0,-2,5
74107.0,23,905,1420,4395,2.733054617283166,1948.6610787923078,5,0,-4,2,1,3,7
44537.0,27,996,882,4095,3.0283584428605366,1773.403507383472,2,2,-3,0,-3,0,7
81716.0,22,993,1124,4392,2.948415470680857,1522.8184396046693,14,17,11,15,14,15,21
34673.0,24,1262,882,7575,3.000749179882187,2696.6646065093078,-13,-16,-14,-13,-12,-12,4
62704.0,26,1249,1066,8004,2.7790369976067852,2555.6337765806743,-6,-7,-12,-7,-9,-10,11
83276.0,21,895,1131,9387,2.5466703326265794,2420.2247829488897,-13,-14,-17,-16,-13,-14,3
60949.0,28,880,1202,6894,2.6174793022553544,1725.7485332457914,-14,-12,-16,-14,-17,-15,11
12756.0,22,880,1304,7164,2.3828481921704157,1658.6066441444154,-5,-11,-10,-8,-8,-10,7
56161.0,23,736,1273,11478,2.55845645343562,2676.242141511115,-10,-14,-15,-11,-11,-11,6
33906.0,22,1270,821,9990,3.1034225419350414,2590.9998070243078,-1,-1,-5,-3,-3,-1,6
19814.0,28,1177,1090,10521,2.496375287060244,1589.0374444927343,0,2,-3,-1,-2,2,41
59567.0,23,886,1246,3417,3.014574639787359,992.0161289011385,10,8,8,8,9,9,15
9754.0,26,1146,1171,8499,2.5712279338762833,2302.9059902653435,-6,-6,-7,-4,-6,-6,15
4538.0,21,842,842,11988,2.9163075100136733,1696.2075344721236,-12,-12,-14,-15,-16,-11,4
46617.0,28,1077,1168,3702,2.9176771368511307,1788.442898165888,12,9,6,10,7,9,17
81157.0,24,721,845,7662,2.5733205121876943,1917.7486800934057,-1,-3,-2,1,-3,-1,7
78622.0,22,965,1328,10002,2.9934477052086264,1549.3482500716227,-10,-12,-14,-12,-11,-9,9
73600.0,28,1040,1163,8268,2.4198859987769805,1666.747731361888,6,4,2,3,5,8,39
19466.0,25,1144,1346,9786,3.067700838182394,2564.4087037755894,14,16,13,15,15,13,46
20933.0,24,769,1457,4047,3.0989527338973577,985.535387492504,11,7,7,10,5,11,19
49390.0,21,1217,1482,9414,2.8905927845102424,2771.6103622262635,9,6,5,8,9,7,14
13269.0,28,1180,1226,11337,2.576704601534926,3041.544344572342,-3,-6,-8,-6,-5,-6,20
50546.0,26,713,1344,7710,2.4658847301766036,1825.0260272116668,9,8,2,6,7,9,23
57889.0,24,820,1295,9060,3.04255649342798,2718.9998161088574,-2,-2,-7,-5,-3,-4,7
34792.0,22,728,1103,4941,2.6771734066925323,1822.183305817502,-8,-11,-11,-9,-10,-12,3
6327.0,23,969,1316,9354,2.873606686686147,2507.1673258879237,1,4,0,3,0,4,11
50015.0,23,1276,1304,7923,2.7171593131066403,2388.422073252548,3,-2,-2,-4,-3,-3,12
49273.0,26,1260,1331,3033,2.5671024399780307,1079.1997034840215,-12,-17,-20,-18,-14,-18,10
77343.0,28,938,1237,8373,2.5654911146328163,2196.0983584530086,6,6,3,4,2,3,25
65755.0,21,1038,1492,9021,2.6311544782732947,2182.449999427249,15,12,12,15,14,14,37
3497.0,21,1006,1451,9591,2.8914886904066144,2538.730391357066,2,2,-3,2,-2,0,8
67882.0,28,956,1160,5307,2.582828825057595,1596.0451121443903,-14,-15,-18,-20,-20,-19,9
16256.0,23,1016,1446,6054,2.5841397931492325,1617.1975760555667,7,8,3,5,5,9,20
10864.0,22,1032,857,3960,2.6548298811749347,1153.499024707,-16,-16,-18,-15,-16,-13,3
53034.0,22,1019,1328,3027,3.011129474831496,1143.5313725473384,5,2,4,6,3,4,8
75357.0,27,1205,1478,11970,3.152266279059431,2836.1664267105343,17,12,14,16,13,16,78
77824.0,23,825,1177,10377,3.064139888545203,2117.277497164696,5,0,1,3,0,0,11
58436.0,21,736,1311,5382,3.031108783585674,1344.7497908533023,-6,-7,-9,-6,-5,-6,4
52994.0,23,879,1098,7575,2.723366188942864,2486.201922612079,-3,-4,-6,-5,-5,-3,5
26115.0,28,1258,1342,11781,3.123035677466834,2813.6865497066296,-12,-11,-17,-15,-15,-12,17
3256.0,24,916,1043,10494,2.396550759232113,2748.7597203102346,13,12,10,9,12,14,26
45637.0,27,1097,1014,9918,2.4496870201473784,1825.499383730381,-7,-14,-13,-13,-12,-12,17
79967.0,22,1291,800,10917,2.7804939673290603,3155.3611520711856,-10,-8,-12,-12,-12,-8,4
4330.0,23,934,998,11343,2.709809479670444,1952.2417883038975,-11,-14,-15,-15,-15,-10,8
4487.0,22,1184,1365,4053,2.8000697755713375,1247.5383761632345,5,-2,-4,-2,-2,-2,10
53763.0,23,1062,896,4170,2.4447659233265497,1095.8832054557638,-6,-7,-12,-8,-12,-11,6
40177.0,28,1251,1214,4284,2.863737015508062,1634.9972477041051,11,13,10,10,9,8,31
10318.0,26,1013,815,10044,2.427679547310674,2503.4887657027743,15,16,13,15,12,14,41
3153.0,27,1224,1309,11475,2.923920807768345,2099.1426821443083,3,-2,-1,1,2,0,33
19937.0,22,1226,1251,11361,2.4431915904245813,2953.853076914964,-7,-11,-11,-7,-9,-11,9
41031.0,21,875,1223,5298,2.8419975885989692,2079.2229317704246,10,7,5,4,4,3,5
62944.0,23,854,1293,8109,3.040036926349849,1972.8963480122316,0,-4,-4,-4,-5,-1,8
35864.0,23,1073,806,9156,2.5888401089586144,2964.7529408029936,13,15,10,13,9,10,17
66567.0,27,1079,861,6681,2.615456219654062,1698.8796308155563,-12,-14,-18,-17,-15,-15,9
54660.0,22,1053,1406,6783,2.557989357974841,1976.6152888207657,-12,-14,-12,-14,-11,-11,6
63332.0,22,1255,1258,7542,3.0953134595705203,2690.7842722894,17,11,12,12,14,11,23
79121.0,24,1198,1460,11241,3.147135124987441,2322.8603057437613,-8,-14,-16,-12,-11,-11,13
6761.0,25,1025,1304,10635,2.4177943210700743,3031.276958643007,11,7,9,11,9,11,30
22944.0,25,903,1404,9927,2.632694307754679,2289.422634639572,8,10,4,8,6,9,30
16664.0,27,1040,1244,3180,2.723507429119433,1353.3957292676816,16,14,10,12,14,14,28
53422.0,21,1075,1408,5124,2.4664185647615002,1788.1208012883246,2,-2,-3,-4,-2,-1,6
70615.0,26,714,801,4008,2.988718053296886,1315.8480155397888,-3,-8,-9,-7,-11,-7,4
62744.0,24,1111,948,7503,2.640939522111849,2615.8623817013004,-14,-17,-17,-17,-19,-17,5
54796.0,26,986,1432,10740,2.7214326976000667,2153.991643437829,-14,-13,-16,-17,-18,-17,15
49628.0,22,947,1195,7617,2.8090447025896403,1481.1130949390733,-15,-18,-20,-18,-17,-18,6
5631.0,22,783,854,11943,2.477039889696548,2511.15590913826,-13,-17,-20,-19,-18,-14,3
10250.0,27,728,1018,3618,3.0291477259038553,1443.5955112149663,-15,-15,-18,-14,-16,-14,4
31559.0,25,1106,1231,6372,2.8650883358219157,1748.873923414721,4,1,-2,3,-2,2,16
6227.0,22,714,1402,7575,2.9824751349171685,1808.9776118017603,-5,-7,-11,-8,-12,-6,5
9891.0,22,977,800,10482,2.9854798306956387,2924.604588658098,13,8,6,10,8,13,10
52612.0,24,1157,1261,10854,2.8592570777433743,2393.932329870667,-9,-15,-15,-13,-17,-14,11
23506.0,25,1266,1011,10155,2.670514680655035,2612.309323185139,14,11,6,10,8,11,32
46566.0,24,755,1029,8385,2.9978629020873635,2837.1817002088533,13,12,10,9,11,8,11
59550.0,22,783,1324,5364,2.4577257828732035,1342.4991620109117,-12,-19,-21,-15,-19,-17,5
49867.0,26,1217,1023,4698,2.3482943896767456,1163.1955983410528,1,1,0,-2,0,-2,21
56893.0,24,1279,1153,10266,2.9791329358395555,1985.483316474858,4,1,-1,0,2,0,20
36033.0,28,847,990,8679,2.4376179186200515,2738.3673968260723,7,4,-1,4,2,4,15
40005.0,25,1152,1375,7515,2.6585420006752587,2326.1126369976155,-16,-18,-19,-15,-15,-16,9
49396.0,23,1251,1465,4227,2.834463820361587,2014.4279585033566,11,8,6,8,9,8,14
50643.0,24,937,1144,5217,2.8567698629711686,1118.9638063851753,-10,-10,-13,-12,-10,-7,9
75487.0,23,1156,1010,11151,2.956644184828179,3188.9985888990295,-14,-14,-19,-18,-20,-16,5
79594.0,23,814,1165,10623,2.9431614086410103,3029.5663055955715,16,15,10,16,11,16,25
54583.0,21,795,1442,5733,2.835920447631299,1658.8670832830458,9,8,2,5,2,6,8
